Person,Item,Ratings
1464,yogurt,8.0
1464,cream cheese ,8.0
1464,brown bread,6.0
1464,meat spreads,8.0
1466,yogurt,8.0
1466,beverages,8.0
1466,rolls/buns,8.0
1466,fruit/vegetable juice,8.0
1466,pot plants,8.0
1469,citrus fruit,9.0
1469,other vegetables,9.0
1469,whole milk,8.0
1469,butter,8.0
1469,frozen vegetables,8.0
1469,rolls/buns,8.0
1469,brown bread,6.0
1469,fruit/vegetable juice,8.0
1469,cleaner,6.0
1474,other vegetables,9.0
1474,whole milk,8.0
1474,soups,4.0
1474,bottled water,8.0
1474,bottled beer,8.0
1478,coffee,8.0
1478,soda,4.0
1478,bottled beer,8.0
1478,liquor (appetizer),8.0
1478,bathroom cleaner,7.0
1481,citrus fruit,9.0
1481,tropical fruit,9.0
1481,whole milk,8.0
1481,rolls/buns,8.0
1481,bottled water,8.0
1481,long life bakery product,4.0
1481,decalcifier,8.0
1481,newspapers,7.0
1487,meat,8.0
1487,other vegetables,9.0
1487,rolls/buns,8.0
1487,fruit/vegetable juice,8.0
1487,cling film/bags,8.0
1493,tropical fruit,9.0
1493,root vegetables,9.0
1493,whole milk,8.0
1493,yogurt,8.0
1493,whipped/sour cream,8.0
1493,domestic eggs,8.0
1493,rolls/buns,8.0
1493,margarine,8.0
1493,bottled water,8.0
1495,sausage,8.0
1495,hamburger meat,8.0
1495,citrus fruit,9.0
1495,root vegetables,9.0
1495,whole milk,8.0
1495,yogurt,8.0
1495,rolls/buns,8.0
1505,hamburger meat,8.0
1505,citrus fruit,9.0
1505,tropical fruit,9.0
1505,rolls/buns,8.0
1505,rice,9.0
1505,coffee,8.0
1507,other vegetables,9.0
1507,butter milk,8.0
1507,UHT-milk,8.0
1507,brown bread,6.0
1507,bottled water,8.0
1508,chicken,8.0
1508,other vegetables,9.0
1508,whole milk,8.0
1508,curd,8.0
1508,UHT-milk,8.0
1508,rolls/buns,8.0
1508,newspapers,7.0
1509,meat,8.0
1509,whole milk,8.0
1509,frozen potato products,8.0
1509,margarine,8.0
1509,soda,4.0
1509,detergent,6.0
1511,butter,8.0
1511,yogurt,8.0
1511,rolls/buns,8.0
1511,jam,8.0
1511,soda,4.0
1512,sausage,8.0
1512,fish,8.0
1512,other vegetables,9.0
1512,brown bread,6.0
1512,shopping bags,8.0
1517,turkey,6.0
1517,citrus fruit,9.0
1517,tropical fruit,9.0
1517,grapes,8.0
1517,root vegetables,9.0
1517,onions,9.0
1517,other vegetables,9.0
1517,rolls/buns,8.0
1517,brown bread,6.0
1517,pastry,6.0
1517,pickled vegetables,8.0
1517,jam,8.0
1517,cat food,8.0
1517,fruit/vegetable juice,8.0
1517,napkins,7.0
1518,onions,9.0
1518,butter,8.0
1518,roll products ,8.0
1518,oil,8.0
1518,napkins,7.0
1518,newspapers,7.0
1519,whole milk,8.0
1519,curd,8.0
1519,ice cream,8.0
1519,Instant food products,8.0
1519,canned fish,8.0
1519,newspapers,7.0
1520,yogurt,8.0
1520,frozen vegetables,8.0
1520,sweet spreads,8.0
1520,bottled water,8.0
1520,skin care,7.0
1520,newspapers,7.0
1523,citrus fruit,9.0
1523,whole milk,8.0
1523,domestic eggs,8.0
1523,dog food,8.0
1523,misc. beverages,8.0
1523,detergent,6.0
1526,other vegetables,9.0
1526,butter,8.0
1526,pastry,6.0
1526,napkins,7.0
1526,dishes,8.0
1534,meat,8.0
1534,onions,9.0
1534,other vegetables,9.0
1534,chewing gum,8.0
1534,dishes,8.0
1536,liver loaf,8.0
1536,beef,8.0
1536,pip fruit,9.0
1536,packaged fruit/vegetables,9.0
1536,whole milk,8.0
1536,pastry,6.0
1536,margarine,8.0
1537,frankfurter,8.0
1537,root vegetables,9.0
1537,rolls/buns,8.0
1537,vinegar,8.0
1537,sugar,6.0
1537,mustard,8.0
1537,cat food,8.0
1537,napkins,7.0
1538,chicken,8.0
1538,whole milk,8.0
1538,rolls/buns,8.0
1538,flour,6.0
1538,salt,8.0
1538,vinegar,8.0
1538,sugar,6.0
1541,root vegetables,9.0
1541,other vegetables,9.0
1541,whole milk,8.0
1541,rolls/buns,8.0
1541,bottled water,8.0
1541,dishes,8.0
1541,newspapers,7.0
1543,pork,8.0
1543,hamburger meat,8.0
1543,other vegetables,9.0
1543,whole milk,8.0
1543,whipped/sour cream,8.0
1543,frozen meals,8.0
1543,baking powder,6.0
1543,coffee,8.0
1546,sausage,8.0
1546,pip fruit,9.0
1546,whipped/sour cream,8.0
1546,detergent,6.0
1546,dental care,8.0
1549,meat,8.0
1549,whole milk,8.0
1549,whipped/sour cream,8.0
1549,oil,8.0
1549,pickled vegetables,8.0
1549,long life bakery product,4.0
1549,napkins,7.0
1551,sausage,8.0
1551,root vegetables,9.0
1551,other vegetables,9.0
1551,whole milk,8.0
1551,dessert,6.0
1551,soda,4.0
1551,snack products,8.0
1551,waffles,6.0
1551,shopping bags,8.0
1552,pip fruit,9.0
1552,root vegetables,9.0
1552,whole milk,8.0
1552,ice cream,8.0
1552,bottled beer,8.0
1552,detergent,6.0
1555,other vegetables,9.0
1555,yogurt,8.0
1555,whipped/sour cream,8.0
1555,soda,4.0
1555,bottled beer,8.0
1555,salty snack,8.0
1556,frankfurter,8.0
1556,frozen dessert,8.0
1556,white wine,8.0
1556,chewing gum,8.0
1556,shopping bags,8.0
1558,beef,8.0
1558,other vegetables,9.0
1558,yogurt,8.0
1558,beverages,8.0
1558,rolls/buns,8.0
1558,flour,6.0
1558,margarine,8.0
1558,cat food,8.0
1558,bottled water,8.0
1558,fruit/vegetable juice,8.0
1559,hamburger meat,8.0
1559,other vegetables,9.0
1559,whipped/sour cream,8.0
1559,pastry,6.0
1559,napkins,7.0
1560,yogurt,8.0
1560,margarine,8.0
1560,sugar,6.0
1560,bottled water,8.0
1560,bottled beer,8.0
1560,red/blush wine,8.0
1560,long life bakery product,4.0
1565,citrus fruit,9.0
1565,herbs,9.0
1565,butter,8.0
1565,domestic eggs,8.0
1565,oil,8.0
1565,bottled water,8.0
1565,bottled beer,8.0
1566,whole milk,8.0
1566,yogurt,8.0
1566,whipped/sour cream,8.0
1566,soft cheese,8.0
1566,candy,8.0
1567,citrus fruit,9.0
1567,tropical fruit,9.0
1567,root vegetables,9.0
1567,yogurt,8.0
1567,roll products ,8.0
1567,margarine,8.0
1567,sugar,6.0
1567,bottled water,8.0
1567,napkins,7.0
1567,house keeping products,8.0
1569,frankfurter,8.0
1569,yogurt,8.0
1569,beverages,8.0
1569,brown bread,6.0
1569,specialty chocolate,8.0
1569,candy,8.0
1578,frankfurter,8.0
1578,sausage,8.0
1578,berries,9.0
1578,whole milk,8.0
1578,yogurt,8.0
1578,brown bread,6.0
1578,pastry,6.0
1578,margarine,8.0
1578,fruit/vegetable juice,8.0
1578,waffles,6.0
1578,decalcifier,8.0
1578,napkins,7.0
1580,curd,8.0
1580,processed cheese,8.0
1580,rolls/buns,8.0
1580,pastry,6.0
1580,pickled vegetables,8.0
1580,fruit/vegetable juice,8.0
1581,liver loaf,8.0
1581,organic sausage,9.0
1581,pastry,6.0
1581,fruit/vegetable juice,8.0
1581,candles,8.0
1590,pork,8.0
1590,beef,8.0
1590,citrus fruit,9.0
1590,root vegetables,9.0
1590,other vegetables,9.0
1590,whole milk,8.0
1590,rolls/buns,8.0
1590,flour,6.0
1590,pasta,8.0
1590,oil,8.0
1590,waffles,6.0
1590,seasonal products,8.0
1590,female sanitary products,7.0
1592,beef,8.0
1592,citrus fruit,9.0
1592,root vegetables,9.0
1592,butter,8.0
1592,yogurt,8.0
1592,whipped/sour cream,8.0
1592,frozen meals,8.0
1592,pasta,8.0
1592,oil,8.0
1592,fruit/vegetable juice,8.0
1592,waffles,6.0
1592,dishes,8.0
1592,cookware,8.0
1594,chicken,8.0
1594,other vegetables,9.0
1594,whole milk,8.0
1594,curd,8.0
1594,ice cream,8.0
1594,rolls/buns,8.0
1594,sugar,6.0
1594,soda,4.0
1594,napkins,7.0
1594,pot plants,8.0
1596,pip fruit,9.0
1596,sweet spreads,8.0
1596,coffee,8.0
1596,napkins,7.0
1596,dishes,8.0
1598,tropical fruit,9.0
1598,berries,9.0
1598,yogurt,8.0
1598,soda,4.0
1598,red/blush wine,8.0
1601,yogurt,8.0
1601,condensed milk,8.0
1601,rolls/buns,8.0
1601,pickled vegetables,8.0
1601,bottled water,8.0
1601,brandy,8.0
1605,pork,8.0
1605,onions,9.0
1605,rolls/buns,8.0
1605,margarine,8.0
1605,canned vegetables,8.0
1605,soda,4.0
1605,salty snack,8.0
1605,house keeping products,8.0
1607,ham,8.0
1607,tropical fruit,9.0
1607,pip fruit,9.0
1607,other vegetables,9.0
1607,whole milk,8.0
1607,processed cheese,8.0
1607,frozen vegetables,8.0
1607,brown bread,6.0
1607,soda,4.0
1607,shopping bags,8.0
1613,sausage,8.0
1613,hamburger meat,8.0
1613,tropical fruit,9.0
1613,root vegetables,9.0
1613,whole milk,8.0
1613,UHT-milk,8.0
1613,domestic eggs,8.0
1613,rolls/buns,8.0
1613,semi-finished bread,8.0
1613,margarine,8.0
1613,pickled vegetables,8.0
1613,soda,4.0
1613,fruit/vegetable juice,8.0
1615,turkey,6.0
1615,tropical fruit,9.0
1615,yogurt,8.0
1615,UHT-milk,8.0
1615,brown bread,6.0
1615,pastry,6.0
1620,dessert,6.0
1620,UHT-milk,8.0
1620,rolls/buns,8.0
1620,pastry,6.0
1620,canned beer,8.0
1621,sausage,8.0
1621,other vegetables,9.0
1621,sliced cheese,8.0
1621,mustard,8.0
1621,fruit/vegetable juice,8.0
1624,sausage,8.0
1624,beverages,8.0
1624,sliced cheese,8.0
1624,rolls/buns,8.0
1624,specialty bar,8.0
1624,shopping bags,8.0
1625,rolls/buns,8.0
1625,soda,4.0
1625,canned beer,8.0
1625,waffles,6.0
1625,shopping bags,8.0
1638,tropical fruit,9.0
1638,pip fruit,9.0
1638,soda,4.0
1638,bottled beer,8.0
1638,popcorn,8.0
1651,grapes,8.0
1651,root vegetables,9.0
1651,other vegetables,9.0
1651,roll products ,8.0
1651,pasta,8.0
1651,oil,8.0
1651,margarine,8.0
1651,coffee,8.0
1651,bottled water,8.0
1651,detergent,6.0
1654,root vegetables,9.0
1654,other vegetables,9.0
1654,whole milk,8.0
1654,yogurt,8.0
1654,rolls/buns,8.0
1654,chewing gum,8.0
1654,candles,8.0
1658,tropical fruit,9.0
1658,other vegetables,9.0
1658,yogurt,8.0
1658,spread cheese,8.0
1658,soda,4.0
1659,frankfurter,8.0
1659,citrus fruit,9.0
1659,tropical fruit,9.0
1659,whole milk,8.0
1659,butter,8.0
1659,whipped/sour cream,8.0
1666,ham,8.0
1666,pip fruit,9.0
1666,herbs,9.0
1666,other vegetables,9.0
1666,butter,8.0
1666,rolls/buns,8.0
1666,white bread,8.0
1666,oil,8.0
1666,canned fish,8.0
1666,soda,4.0
1668,beef,8.0
1668,citrus fruit,9.0
1668,pip fruit,9.0
1668,yogurt,8.0
1668,rolls/buns,8.0
1668,flour,6.0
1668,margarine,8.0
1668,soups,4.0
1668,bottled water,8.0
1671,whole milk,8.0
1671,yogurt,8.0
1671,beverages,8.0
1671,mustard,8.0
1671,bottled water,8.0
1671,newspapers,7.0
1672,ham,8.0
1672,pip fruit,9.0
1672,whole milk,8.0
1672,rolls/buns,8.0
1672,honey,9.0
1672,newspapers,7.0
1673,curd,8.0
1673,yogurt,8.0
1673,mayonnaise,8.0
1673,brown bread,6.0
1673,margarine,8.0
1673,sugar,6.0
1673,ketchup,8.0
1673,dish cleaner,8.0
1673,cling film/bags,8.0
1678,turkey,6.0
1678,other vegetables,9.0
1678,whole milk,8.0
1678,oil,8.0
1678,instant coffee,8.0
1678,specialty bar,8.0
1680,tropical fruit,9.0
1680,berries,9.0
1680,root vegetables,9.0
1680,other vegetables,9.0
1680,yogurt,8.0
1680,rolls/buns,8.0
1680,shopping bags,8.0
1682,citrus fruit,9.0
1682,other vegetables,9.0
1682,whole milk,8.0
1682,margarine,8.0
1682,bottled beer,8.0
1682,newspapers,7.0
1683,frankfurter,8.0
1683,sausage,8.0
1683,root vegetables,9.0
1683,yogurt,8.0
1683,mayonnaise,8.0
1683,rolls/buns,8.0
1683,brown bread,6.0
1683,roll products ,8.0
1683,margarine,8.0
1683,coffee,8.0
1685,tropical fruit,9.0
1685,butter,8.0
1685,butter milk,8.0
1685,brown bread,6.0
1685,long life bakery product,4.0
1687,sausage,8.0
1687,tropical fruit,9.0
1687,whole milk,8.0
1687,processed cheese,8.0
1687,frozen vegetables,8.0
1687,domestic eggs,8.0
1687,rolls/buns,8.0
1687,white bread,8.0
1687,rice,9.0
1687,soda,4.0
1687,detergent,6.0
1687,softener,8.0
1687,decalcifier,8.0
1687,napkins,7.0
1687,shopping bags,8.0
1688,sausage,8.0
1688,citrus fruit,9.0
1688,tropical fruit,9.0
1688,whole milk,8.0
1688,bottled water,8.0
1688,specialty bar,8.0
1688,detergent,6.0
1688,newspapers,7.0
1690,sliced cheese,8.0
1690,rolls/buns,8.0
1690,margarine,8.0
1690,soda,4.0
1690,shopping bags,8.0
1692,tropical fruit,9.0
1692,berries,9.0
1692,pickled vegetables,8.0
1692,pet care,8.0
1692,soda,4.0
1693,pip fruit,9.0
1693,whole milk,8.0
1693,butter milk,8.0
1693,cream cheese ,8.0
1693,domestic eggs,8.0
1693,rolls/buns,8.0
1693,brown bread,6.0
1694,citrus fruit,9.0
1694,tropical fruit,9.0
1694,grapes,8.0
1694,dessert,6.0
1694,cream cheese ,8.0
1694,rolls/buns,8.0
1694,bottled water,8.0
1694,fruit/vegetable juice,8.0
1695,hamburger meat,8.0
1695,pip fruit,9.0
1695,other vegetables,9.0
1695,butter,8.0
1695,cream cheese ,8.0
1695,mayonnaise,8.0
1695,domestic eggs,8.0
1695,pastry,6.0
1695,rice,9.0
1695,margarine,8.0
1695,canned fish,8.0
1695,coffee,8.0
1695,tea,8.0
1695,candles,8.0
1696,other vegetables,9.0
1696,whole milk,8.0
1696,curd,8.0
1696,spread cheese,8.0
1696,curd cheese,6.0
1696,rolls/buns,8.0
1696,brown bread,6.0
1696,Instant food products,8.0
1696,coffee,8.0
1702,beef,8.0
1702,root vegetables,9.0
1702,margarine,8.0
1702,bottled water,8.0
1702,soda,4.0
1705,whole milk,8.0
1705,curd,8.0
1705,mayonnaise,8.0
1705,pastry,6.0
1705,flour,6.0
1705,canned fish,8.0
1705,waffles,6.0
1710,sausage,8.0
1710,root vegetables,9.0
1710,whole milk,8.0
1710,butter,8.0
1710,misc. beverages,8.0
1711,sausage,8.0
1711,root vegetables,9.0
1711,other vegetables,9.0
1711,whole milk,8.0
1711,curd,8.0
1711,yogurt,8.0
1711,hard cheese,8.0
1711,white bread,8.0
1712,meat,8.0
1712,pork,8.0
1712,onions,9.0
1712,salad dressing,8.0
1712,domestic eggs,8.0
1712,white bread,8.0
1712,flour,6.0
1712,salt,8.0
1712,bottled beer,8.0
1713,sausage,8.0
1713,whole milk,8.0
1713,yogurt,8.0
1713,pastry,6.0
1713,pudding powder,8.0
1713,bottled water,8.0
1713,soda,4.0
1713,bottled beer,8.0
1713,canned beer,8.0
1713,male cosmetics,7.0
1713,flower (seeds),8.0
1717,sausage,8.0
1717,tropical fruit,9.0
1717,pip fruit,9.0
1717,other vegetables,9.0
1717,whole milk,8.0
1717,curd,8.0
1717,dessert,6.0
1717,yogurt,8.0
1717,whipped/sour cream,8.0
1717,cream cheese ,8.0
1717,brown bread,6.0
1717,detergent,6.0
1718,beef,8.0
1718,citrus fruit,9.0
1718,tropical fruit,9.0
1718,pip fruit,9.0
1718,dessert,6.0
1718,cream cheese ,8.0
1718,rolls/buns,8.0
1718,chocolate,8.0
1719,berries,9.0
1719,other vegetables,9.0
1719,butter milk,8.0
1719,yogurt,8.0
1719,sliced cheese,8.0
1719,rolls/buns,8.0
1719,soda,4.0
1720,frozen meals,8.0
1720,oil,8.0
1720,bottled water,8.0
1720,bottled beer,8.0
1720,flower (seeds),8.0
1722,sausage,8.0
1722,meat,8.0
1722,root vegetables,9.0
1722,other vegetables,9.0
1722,whole milk,8.0
1722,butter milk,8.0
1722,yogurt,8.0
1722,pastry,6.0
1722,waffles,6.0
1725,sausage,8.0
1725,pork,8.0
1725,whole milk,8.0
1725,yogurt,8.0
1725,rolls/buns,8.0
1725,brown bread,6.0
1725,napkins,7.0
1725,shopping bags,8.0
1727,grapes,8.0
1727,whole milk,8.0
1727,baking powder,6.0
1727,candles,8.0
1727,photo/film,8.0
1737,frankfurter,8.0
1737,white bread,8.0
1737,pastry,6.0
1737,dog food,8.0
1737,soda,4.0
1737,shopping bags,8.0
1739,tropical fruit,9.0
1739,whole milk,8.0
1739,sliced cheese,8.0
1739,mayonnaise,8.0
1739,rolls/buns,8.0
1739,mustard,8.0
1745,rolls/buns,8.0
1745,soda,4.0
1745,specialty bar,8.0
1745,candy,8.0
1745,newspapers,7.0
1750,butter,8.0
1750,domestic eggs,8.0
1750,pasta,8.0
1750,fruit/vegetable juice,8.0
1750,newspapers,7.0
1751,whole milk,8.0
1751,butter,8.0
1751,yogurt,8.0
1751,frozen vegetables,8.0
1751,domestic eggs,8.0
1751,sugar,6.0
1754,chicken,8.0
1754,hamburger meat,8.0
1754,pip fruit,9.0
1754,onions,9.0
1754,other vegetables,9.0
1754,whole milk,8.0
1754,butter,8.0
1754,yogurt,8.0
1754,whipped/sour cream,8.0
1754,white bread,8.0
1754,long life bakery product,4.0
1754,chocolate,8.0
1763,whole milk,8.0
1763,baking powder,6.0
1763,bottled water,8.0
1763,soda,4.0
1763,cooking chocolate,6.0
1763,candles,8.0
1768,dessert,6.0
1768,sliced cheese,8.0
1768,hard cheese,8.0
1768,white bread,8.0
1768,brown bread,6.0
1772,pip fruit,9.0
1772,curd,8.0
1772,soda,4.0
1772,bottled beer,8.0
1772,softener,8.0
1772,hygiene articles,7.0
1773,tropical fruit,9.0
1773,root vegetables,9.0
1773,whole milk,8.0
1773,curd,8.0
1773,yogurt,8.0
1773,frozen vegetables,8.0
1773,domestic eggs,8.0
1774,frankfurter,8.0
1774,other vegetables,9.0
1774,whole milk,8.0
1774,yogurt,8.0
1774,condensed milk,8.0
1774,cream cheese ,8.0
1774,rolls/buns,8.0
1774,pastry,6.0
1775,pip fruit,9.0
1775,other vegetables,9.0
1775,butter milk,8.0
1775,frozen vegetables,8.0
1775,brown bread,6.0
1775,soups,4.0
1775,sauces,8.0
1775,fruit/vegetable juice,8.0
1775,long life bakery product,4.0
1775,cling film/bags,8.0
1777,pork,8.0
1777,citrus fruit,9.0
1777,soda,4.0
1777,canned beer,8.0
1777,chocolate,8.0
1777,hygiene articles,7.0
1781,grapes,8.0
1781,whole milk,8.0
1781,white wine,8.0
1781,dishes,8.0
1781,newspapers,7.0
1791,sausage,8.0
1791,whole milk,8.0
1791,dessert,6.0
1791,spices,9.0
1791,bottled beer,8.0
1794,tropical fruit,9.0
1794,grapes,8.0
1794,whole milk,8.0
1794,canned fish,8.0
1794,bottled water,8.0
1794,fruit/vegetable juice,8.0
1798,turkey,6.0
1798,citrus fruit,9.0
1798,tropical fruit,9.0
1798,pip fruit,9.0
1798,berries,9.0
1798,root vegetables,9.0
1798,herbs,9.0
1798,whole milk,8.0
1798,butter,8.0
1798,frozen vegetables,8.0
1798,sauces,8.0
1798,pickled vegetables,8.0
1798,bottled water,8.0
1798,rubbing alcohol,6.0
1798,hygiene articles,7.0
1798,napkins,7.0
1798,flower (seeds),8.0
1801,finished products,8.0
1801,tropical fruit,9.0
1801,bottled water,8.0
1801,popcorn,8.0
1801,shopping bags,8.0
1806,sausage,8.0
1806,meat,8.0
1806,pip fruit,9.0
1806,other vegetables,9.0
1806,yogurt,8.0
1806,rolls/buns,8.0
1806,brown bread,6.0
1806,bottled water,8.0
1806,soda,4.0
1806,fruit/vegetable juice,8.0
1806,newspapers,7.0
1808,yogurt,8.0
1808,UHT-milk,8.0
1808,soda,4.0
1808,red/blush wine,8.0
1808,waffles,6.0
1813,sausage,8.0
1813,meat,8.0
1813,tropical fruit,9.0
1813,soda,4.0
1813,hygiene articles,7.0
1814,frankfurter,8.0
1814,citrus fruit,9.0
1814,rolls/buns,8.0
1814,flour,6.0
1814,long life bakery product,4.0
1815,tropical fruit,9.0
1815,pip fruit,9.0
1815,root vegetables,9.0
1815,whole milk,8.0
1815,yogurt,8.0
1815,rolls/buns,8.0
1815,sweet spreads,8.0
1815,cat food,8.0
1815,pet care,8.0
1815,hygiene articles,7.0
1815,shopping bags,8.0
1816,citrus fruit,9.0
1816,UHT-milk,8.0
1816,zwieback,8.0
1816,bottled water,8.0
1816,hygiene articles,7.0
1823,chicken,8.0
1823,dessert,6.0
1823,yogurt,8.0
1823,frozen vegetables,8.0
1823,domestic eggs,8.0
1823,salt,8.0
1823,pasta,8.0
1823,specialty fat,8.0
1823,bottled water,8.0
1823,newspapers,7.0
1824,frankfurter,8.0
1824,root vegetables,9.0
1824,whole milk,8.0
1824,butter milk,8.0
1824,whipped/sour cream,8.0
1824,rolls/buns,8.0
1824,pastry,6.0
1824,vinegar,8.0
1824,coffee,8.0
1824,bottled water,8.0
1824,dish cleaner,8.0
1824,female sanitary products,7.0
1825,tropical fruit,9.0
1825,yogurt,8.0
1825,processed cheese,8.0
1825,rolls/buns,8.0
1825,bottled water,8.0
1825,soda,4.0
1825,misc. beverages,8.0
1825,female sanitary products,7.0
1827,meat,8.0
1827,citrus fruit,9.0
1827,pip fruit,9.0
1827,curd,8.0
1827,yogurt,8.0
1827,whipped/sour cream,8.0
1827,domestic eggs,8.0
1827,pastry,6.0
1827,flour,6.0
1827,fruit/vegetable juice,8.0
1827,bottled beer,8.0
1827,salty snack,8.0
1827,chocolate,8.0
1827,cooking chocolate,6.0
1827,hygiene articles,7.0
1827,napkins,7.0
1827,shopping bags,8.0
1831,whole milk,8.0
1831,dessert,6.0
1831,rolls/buns,8.0
1831,pastry,6.0
1831,newspapers,7.0
1832,hamburger meat,8.0
1832,citrus fruit,9.0
1832,butter,8.0
1832,frozen vegetables,8.0
1832,pasta,8.0
1832,sweet spreads,8.0
1832,coffee,8.0
1833,frankfurter,8.0
1833,sausage,8.0
1833,curd,8.0
1833,whipped/sour cream,8.0
1833,frozen vegetables,8.0
1833,jam,8.0
1833,long life bakery product,4.0
1833,candy,8.0
1836,whole milk,8.0
1836,butter,8.0
1836,yogurt,8.0
1836,frozen meals,8.0
1836,bottled water,8.0
1836,bottled beer,8.0
1836,canned beer,8.0
1836,chocolate,8.0
1836,flower (seeds),8.0
1837,citrus fruit,9.0
1837,root vegetables,9.0
1837,other vegetables,9.0
1837,salt,8.0
1837,bottled water,8.0
1837,chewing gum,8.0
1839,root vegetables,9.0
1839,butter milk,8.0
1839,frozen vegetables,8.0
1839,pastry,6.0
1839,dish cleaner,8.0
1839,hygiene articles,7.0
1839,napkins,7.0
1840,pip fruit,9.0
1840,root vegetables,9.0
1840,zwieback,8.0
1840,fruit/vegetable juice,8.0
1840,pot plants,8.0
1841,onions,9.0
1841,other vegetables,9.0
1841,whole milk,8.0
1841,soups,4.0
1841,bottled beer,8.0
1841,pot plants,8.0
1842,tropical fruit,9.0
1842,grapes,8.0
1842,oil,8.0
1842,canned vegetables,8.0
1842,tea,8.0
1842,fruit/vegetable juice,8.0
1842,snack products,8.0
1843,other vegetables,9.0
1843,brown bread,6.0
1843,soda,4.0
1843,canned beer,8.0
1843,shopping bags,8.0
1844,citrus fruit,9.0
1844,rolls/buns,8.0
1844,bottled water,8.0
1844,red/blush wine,8.0
1844,newspapers,7.0
1846,root vegetables,9.0
1846,other vegetables,9.0
1846,whole milk,8.0
1846,curd,8.0
1846,cream cheese ,8.0
1846,domestic eggs,8.0
1846,misc. beverages,8.0
1846,napkins,7.0
1847,tropical fruit,9.0
1847,pip fruit,9.0
1847,whole milk,8.0
1847,curd,8.0
1847,yogurt,8.0
1847,frozen meals,8.0
1854,pork,8.0
1854,pip fruit,9.0
1854,other vegetables,9.0
1854,whole milk,8.0
1854,yogurt,8.0
1854,frozen fish,8.0
1854,flour,6.0
1854,sugar,6.0
1854,baking powder,6.0
1854,long life bakery product,4.0
1854,chewing gum,8.0
1857,meat,8.0
1857,organic sausage,9.0
1857,whole milk,8.0
1857,butter,8.0
1857,UHT-milk,8.0
1857,frozen vegetables,8.0
1857,pickled vegetables,8.0
1857,cat food,8.0
1857,female sanitary products,7.0
1861,sausage,8.0
1861,butter,8.0
1861,pastry,6.0
1861,canned beer,8.0
1861,shopping bags,8.0
1864,beef,8.0
1864,citrus fruit,9.0
1864,pip fruit,9.0
1864,root vegetables,9.0
1864,other vegetables,9.0
1864,whipped/sour cream,8.0
1864,margarine,8.0
1864,canned vegetables,8.0
1864,cat food,8.0
1864,shopping bags,8.0
1865,ham,8.0
1865,pork,8.0
1865,butter milk,8.0
1865,sweet spreads,8.0
1865,shopping bags,8.0
1868,sausage,8.0
1868,tropical fruit,9.0
1868,whole milk,8.0
1868,curd,8.0
1868,butter milk,8.0
1868,whipped/sour cream,8.0
1868,rolls/buns,8.0
1868,softener,8.0
1868,house keeping products,8.0
1869,tropical fruit,9.0
1869,whole milk,8.0
1869,cream cheese ,8.0
1869,frozen vegetables,8.0
1869,rolls/buns,8.0
1869,chocolate,8.0
1869,candy,8.0
1869,pot plants,8.0
1874,chicken,8.0
1874,beef,8.0
1874,whole milk,8.0
1874,bottled water,8.0
1874,newspapers,7.0
1875,root vegetables,9.0
1875,other vegetables,9.0
1875,whipped/sour cream,8.0
1875,canned beer,8.0
1875,liquor,8.0
1875,shopping bags,8.0
1878,tropical fruit,9.0
1878,sliced cheese,8.0
1878,rolls/buns,8.0
1878,napkins,7.0
1878,pot plants,8.0
1879,sausage,8.0
1879,chicken,8.0
1879,beef,8.0
1879,root vegetables,9.0
1879,other vegetables,9.0
1879,curd,8.0
1879,yogurt,8.0
1879,cream cheese ,8.0
1879,ice cream,8.0
1879,newspapers,7.0
1882,tropical fruit,9.0
1882,pip fruit,9.0
1882,root vegetables,9.0
1882,other vegetables,9.0
1882,dessert,6.0
1882,whipped/sour cream,8.0
1882,sliced cheese,8.0
1882,pastry,6.0
1882,shopping bags,8.0
1883,tropical fruit,9.0
1883,root vegetables,9.0
1883,other vegetables,9.0
1883,packaged fruit/vegetables,9.0
1883,flower (seeds),8.0
1884,UHT-milk,8.0
1884,pastry,6.0
1884,coffee,8.0
1884,red/blush wine,8.0
1884,pot plants,8.0
1885,root vegetables,9.0
1885,other vegetables,9.0
1885,domestic eggs,8.0
1885,sugar,6.0
1885,instant coffee,8.0
1885,bottled water,8.0
1885,soda,4.0
1885,bottled beer,8.0
1885,red/blush wine,8.0
1885,waffles,6.0
1885,specialty chocolate,8.0
1886,pip fruit,9.0
1886,dessert,6.0
1886,rolls/buns,8.0
1886,pastry,6.0
1886,specialty bar,8.0
1889,other vegetables,9.0
1889,frozen meals,8.0
1889,pasta,8.0
1889,canned fish,8.0
1889,coffee,8.0
1890,pork,8.0
1890,hamburger meat,8.0
1890,yogurt,8.0
1890,cream cheese ,8.0
1890,spread cheese,8.0
1890,frozen vegetables,8.0
1890,pasta,8.0
1890,instant coffee,8.0
1890,soda,4.0
1890,waffles,6.0
1890,specialty bar,8.0
1890,seasonal products,8.0
1892,whole milk,8.0
1892,yogurt,8.0
1892,sliced cheese,8.0
1892,mayonnaise,8.0
1892,rolls/buns,8.0
1892,pasta,8.0
1892,specialty chocolate,8.0
1893,frankfurter,8.0
1893,pork,8.0
1893,citrus fruit,9.0
1893,pip fruit,9.0
1893,other vegetables,9.0
1893,whipped/sour cream,8.0
1893,UHT-milk,8.0
1893,salad dressing,8.0
1893,frozen potato products,8.0
1893,salty snack,8.0
1893,newspapers,7.0
1896,other vegetables,9.0
1896,whole milk,8.0
